Polytope ID #	Polytope # (within H11)	H11	Basis from Toric Divisors	Toric from Basis Divisors	CY 2nd Chern Class (Basis)	CY Intersection Tensor (Basis)
85	44	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{J1-J2+J3,D2},{J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	3*J1*J2+3*J1*J3+7*J2*J3+3*J3^2	{{{-1,-2,-1},{-2,0,2},{-1,2,3}},{{-2,0,2},{0,0,3},{2,3,3}},{{-1,2,3},{2,3,3},{3,3,0}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2+2*J2^2+9*J2*J3+3*J3^2	{{{0,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,-3,3},{3,3,3}},{{3,3,3},{3,3,3},{3,3,0}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2+2*J1*J3+7*J2*J3+3*J3^2	{{{0,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,0,0},{3,0,6}},{{3,3,3},{3,0,6},{3,6,-3}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-J1*J2+4*J2^2+9*J2*J3+5*J3^2	{{{-3,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,-3,3},{3,3,3}},{{3,3,3},{3,3,3},{3,3,0}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-J1*J2-2*J1*J3+11*J2*J3+5*J3^2	{{{-3,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,0,0},{3,0,6}},{{3,3,3},{3,0,6},{3,6,-3}}}
87	46	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{-J1+J3,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2+4*J1*J3+4*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,4}},{{0,0,3},{0,0,0},{3,0,4}},{{0,3,4},{3,0,4},{4,4,5}}}
88	47	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{-J1+J2+J3,D2},{-J1+J2+J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+5*J1*J2+9*J2*J3+3*J3^2	{{{0,0,3},{0,-2,3},{3,3,3}},{{0,-2,3},{-2,-7,3},{3,3,3}},{{3,3,3},{3,3,3},{3,3,0}}}
89	48	3	{{J1,D5},{J2,D6},{J3,D7}}	{{3*J1-2*J2+J3,D1},{-2*J1+J2,D2},{-J1+J2,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	14/3*J1*J2-2*J2^2+38/3*J3^2	{{{-5,-6,3},{-6,-6,6},{3,6,3}},{{-6,-6,6},{-6,-4,12},{6,12,6}},{{3,6,3},{6,12,6},{3,6,3}}}
89	48	3	{{J1,D5},{J2,D6},{J3,D7}}	{{3*J1-2*J2+J3,D1},{-2*J1+J2,D2},{-J1+J2,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J2^2+52/9*J2*J3+10/9*J3^2	{{{1,0,-3},{0,0,0},{-3,0,9}},{{0,0,0},{0,2,6},{0,6,12}},{{-3,0,9},{0,6,12},{9,12,-3}}}
90	49	3	{{J1,D3},{J2,D5},{J3,D7}}	{{-J1+J2-J3,D1},{-2*J1+J2-J3,D2},{J1,D3},{J2,D4},{J2,D5},{-2*J1+2*J2-J3,D6},{J3,D7}}	-14*J1*J2+14*J2^2-8*J2*J3	{{{0,-2,-2},{-2,0,2},{-2,2,4}},{{-2,0,2},{0,3,0},{2,0,-4}},{{-2,2,4},{2,0,-4},{4,-4,-8}}}
91	50	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{-J1+J2+J3,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	6*J1*J2+8*J2*J3	{{{2,2,4},{2,0,4},{4,4,0}},{{2,0,4},{0,-4,4},{4,4,0}},{{4,4,0},{4,4,0},{0,0,0}}}
91	50	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{-J1+J2+J3,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	6*J1*J2+8*J2*J3+6*J3^2	{{{2,2,4},{2,0,4},{4,4,0}},{{2,0,4},{0,0,0},{4,0,4}},{{4,4,0},{4,0,4},{0,4,-4}}}
92	51	3	{{J1,D5},{J2,D6},{J3,D7}}	{{2*J1+J2-J3,D1},{-J1+J3,D2},{-J1+J3,D3},{-J1+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J2^2+7*J2*J3+2*J3^2	{{{2,-4,0},{-4,8,0},{0,0,0}},{{-4,8,0},{8,-11,5},{0,5,5}},{{0,0,0},{0,5,5},{0,5,2}}}
93	52	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{J1+J2-J3,D2},{-J1+J3,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	2*J1*J2+6*J2*J3	{{{-1,1,0},{1,3,4},{0,4,4}},{{1,3,4},{3,3,6},{4,6,8}},{{0,4,4},{4,6,8},{4,8,8}}}
93	52	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{J1+J2-J3,D2},{-J1+J3,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1*J2+8*J2*J3	{{{-3,1,0},{1,3,4},{0,4,4}},{{1,3,4},{3,3,6},{4,6,8}},{{0,4,4},{4,6,8},{4,8,8}}}
94	53	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1+J2,D2},{J1,D3},{J1,D4},{2*J1-J2,D5},{J2,D6},{J3,D7}}	-2*J1^2+4*J2^2+2*J2*J3+6*J3^2	{{{1,2,3},{2,2,5},{3,5,3}},{{2,2,5},{2,2,5},{5,5,5}},{{3,5,3},{5,5,5},{3,5,3}}}
95	54	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{-J1+J3,D2},{J1+J2-J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	2*J1*J2+3*J1*J3+6*J2*J3	{{{-1,1,0},{1,3,4},{0,4,4}},{{1,3,4},{3,0,3},{4,3,5}},{{0,4,4},{4,3,5},{4,5,5}}}
96	55	3	{{J1,D1},{J2,D6},{J3,D7}}	{{J1,D1},{3*J1+2*J2+J3,D2},{3*J1+2*J2+J3,D3},{3*J1+2*J2+J3,D4},{5*J1+3*J2+J3,D5},{J2,D6},{J3,D7}}	-6/25*J2^2+698/25*J2*J3+10*J3^2	{{{9,-15,0},{-15,25,0},{0,0,0}},{{-15,25,0},{25,-40,-5},{0,-5,15}},{{0,0,0},{0,-5,15},{0,15,-40}}}
97	56	3	{{J1,D2},{J2,D6},{J3,D7}}	{{J1,D1},{J1,D2},{2*J1+J2,D3},{4*J1+2*J2+J3,D4},{8*J1+4*J2+2*J3,D5},{J2,D6},{J3,D7}}	-22*J2^2+44*J1*J3+22*J2*J3+5*J3^2	{{{0,0,0},{0,0,1},{0,1,-2}},{{0,0,1},{0,0,-2},{1,-2,0}},{{0,1,-2},{1,-2,0},{-2,0,8}}}
98	57	3	{{J1,D3},{J2,D4},{J3,D7}}	{{J2,D1},{J1,D2},{J1,D3},{J2,D4},{2*J1+2*J2+J3,D5},{4*J1+4*J2+2*J3,D6},{J3,D7}}	44*J1*J2+22*J1*J3+22*J2*J3+5*J3^2	{{{0,0,0},{0,0,1},{0,1,-2}},{{0,0,1},{0,0,0},{1,0,-2}},{{0,1,-2},{1,0,-2},{-2,-2,8}}}
99	58	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-3*J1+2*J2+J3,D1},{2*J1-J2-J3,D2},{J1,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-6*J1^2+44/3*J2*J3+4/3*J3^2	{{{3,5,0},{5,5,5},{0,5,-10}},{{5,5,5},{5,5,5},{5,5,5}},{{0,5,-10},{5,5,5},{-10,5,-40}}}
100	59	3	{{J1,D2},{J2,D5},{J3,D7}}	{{J1,D1},{J1,D2},{J2,D3},{2*J1+J3,D4},{J2,D5},{2*J1+J3,D6},{J3,D7}}	12*J1*J2+14*J1*J3+6*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,2}},{{0,0,3},{0,0,0},{3,0,-6}},{{0,3,2},{3,0,-6},{2,-6,-8}}}
101	60	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{2*J1-J2+J3,D2},{J2,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	2*J2^2+9*J2*J3-5*J3^2	{{{0,0,0},{0,4,4},{0,4,4}},{{0,4,4},{4,5,0},{4,0,-8}},{{0,4,4},{4,0,-8},{4,-8,-16}}}
102	61	3	{{J1,D1},{J2,D5},{J3,D7}}	{{J1,D1},{-2*J1+J2-J3,D2},{3*J1-J2+J3,D3},{2*J1+J3,D4},{J2,D5},{2*J1+J3,D6},{J3,D7}}	17/3*J2^2+20/3*J1*J3-5/3*J2*J3+2*J3^2	{{{-1,0,3},{0,4,4},{3,4,-5}},{{0,4,4},{4,8,0},{4,0,-8}},{{3,4,-5},{4,0,-8},{-5,-8,8}}}
103	62	3	{{J1,D2},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{J1,D2},{2*J1-J2+J3,D3},{J2,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	12*J1*J2-2*J2^2+5*J2*J3	{{{0,3,3},{3,5,2},{3,2,-1}},{{3,5,2},{5,5,0},{2,0,-4}},{{3,2,-1},{2,0,-4},{-1,-4,-8}}}
104	63	3	{{J1,D2},{J2,D6},{J3,D7}}	{{J1,D1},{J1,D2},{J2,D3},{J2,D4},{2*J1+J3,D5},{J2,D6},{J3,D7}}	12*J1*J2+3*J2^2+6*J2*J3-2*J3^2	{{{0,0,0},{0,2,3},{0,3,0}},{{0,2,3},{2,0,0},{3,0,-6}},{{0,3,0},{3,0,-6},{0,-6,0}}}
105	64	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J2+J3,D2},{J1+J2-J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J3+6*J2*J3+2*J3^2	{{{-4,4,0},{4,0,4},{0,4,4}},{{4,0,4},{0,0,0},{4,0,4}},{{0,4,4},{4,0,4},{4,4,5}}}
105	64	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J2+J3,D2},{J1+J2-J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	6*J1*J3+4*J2*J3+2*J3^2	{{{0,0,0},{0,4,4},{0,4,4}},{{0,4,4},{4,-4,0},{4,0,4}},{{0,4,4},{4,0,4},{4,4,5}}}
106	65	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{J1-J2+J3,D2},{-J1+J2,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J2^2+J1*J3+5*J2*J3+3*J3^2	{{{3,0,-3},{0,0,0},{-3,0,3}},{{0,0,0},{0,0,3},{0,3,7}},{{-3,0,3},{0,3,7},{3,7,8}}}
106	65	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{J1-J2+J3,D2},{-J1+J2,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-J1*J3+5*J2*J3+3*J3^2	{{{0,0,-3},{0,0,0},{-3,0,3}},{{0,0,0},{0,0,3},{0,3,7}},{{-3,0,3},{0,3,7},{3,7,8}}}
107	66	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1,D1},{-J1+J3,D2},{-J1+J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	2*J1*J3+6*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,2}},{{0,0,3},{0,0,0},{3,0,6}},{{0,3,2},{3,0,6},{2,6,4}}}
107	66	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1,D1},{-J1+J3,D2},{-J1+J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	-2*J1*J3+6*J2*J3+5*J3^2	{{{-2,0,0},{0,0,3},{0,3,2}},{{0,0,3},{0,0,0},{3,0,6}},{{0,3,2},{3,0,6},{2,6,4}}}
108	67	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1-J2+J3,D1},{-J1+J2,D2},{-J1+J2,D3},{J1,D4},{J3,D5},{J2,D6},{J3,D7}}	J1*J3+7*J2*J3+3*J3^2	{{{3,0,-3},{0,0,0},{-3,0,3}},{{0,0,0},{0,0,3},{0,3,5}},{{-3,0,3},{0,3,5},{3,5,2}}}
108	67	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1-J2+J3,D1},{-J1+J2,D2},{-J1+J2,D3},{J1,D4},{J3,D5},{J2,D6},{J3,D7}}	2*J2^2-J1*J3+7*J2*J3+3*J3^2	{{{0,0,-3},{0,0,0},{-3,0,3}},{{0,0,0},{0,0,3},{0,3,5}},{{-3,0,3},{0,3,5},{3,5,2}}}
109	68	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J1-J3,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+5*J1*J2+7*J2*J3	{{{5,5,5},{5,3,5},{5,5,3}},{{5,3,5},{3,-2,5},{5,5,3}},{{5,5,3},{5,5,3},{3,3,0}}}
109	68	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J1-J3,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+5*J1*J3+7*J2*J3	{{{5,5,5},{5,3,5},{5,5,3}},{{5,3,5},{3,0,3},{5,3,5}},{{5,5,3},{5,3,5},{3,5,-2}}}
110	69	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{J1+J2-J3,D2},{J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J3+9*J2*J3+2*J3^2	{{{-7,4,-3},{4,0,4},{-3,4,1}},{{4,0,4},{0,0,0},{4,0,4}},{{-3,4,1},{4,0,4},{1,4,2}}}
111	70	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{-J1+J2,D2},{J1-J2+J3,D3},{J1,D4},{2*J1-J2,D5},{J2,D6},{J3,D7}}	-2*J1^2+7*J1*J2-2*J2^2+6*J2*J3-2*J3^2	{{{1,2,3},{2,4,6},{3,6,3}},{{2,4,6},{4,6,9},{6,9,3}},{{3,6,3},{6,9,3},{3,3,0}}}
112	71	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1-J2+J3,D1},{-J2+J3,D2},{J1+2*J2-J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2-2*J2^2+3*J1*J3+8*J2*J3	{{{3,-3,-3},{-3,3,3},{-3,3,3}},{{-3,3,3},{3,0,3},{3,3,7}},{{-3,3,3},{3,3,7},{3,7,11}}}
113	72	3	{{J1,D5},{J2,D6},{J3,D7}}	{{2*J1-J2-J3,D1},{-J1+J3,D2},{J1,D3},{-3*J1+J2+2*J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-8*J1^2+2/3*J2^2+9*J1*J3+10/3*J2*J3+J3^2	{{{3,0,6},{0,-2,1},{6,1,10}},{{0,-2,1},{-2,8,-7},{1,-7,5}},{{6,1,10},{1,-7,5},{10,5,14}}}
114	73	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{J3,D2},{J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J2^2+3*J1*J3+6*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,2}},{{0,0,3},{0,0,3},{3,3,3}},{{0,3,2},{3,3,3},{2,3,0}}}
115	74	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J3,D1},{J3,D2},{J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J2^2+4*J1*J3+8*J2*J3+2*J3^2	{{{2,4,2},{4,0,4},{2,4,2}},{{4,0,4},{0,-1,1},{4,1,3}},{{2,4,2},{4,1,3},{2,3,0}}}
116	75	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J3,D1},{J3,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2+6*J1*J3+6*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,2}},{{0,0,3},{0,0,0},{3,0,2}},{{0,3,2},{3,0,2},{2,2,0}}}
117	76	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{J1,D2},{J2,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	2*J1*J2+4*J1*J3+6*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,2}},{{0,0,3},{0,0,0},{3,0,4}},{{0,3,2},{3,0,4},{2,4,2}}}
118	77	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{-J1+2*J2-J3,D2},{J1-J2+J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2-2*J2^2+J1*J3+8*J3^2	{{{-3,-3,0},{-3,1,4},{0,4,4}},{{-3,1,4},{1,3,5},{4,5,5}},{{0,4,4},{4,5,5},{4,5,5}}}
119	78	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1+J3,D2},{J1+J2-J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+5*J1*J3+6*J2*J3	{{{-1,1,0},{1,3,4},{0,4,2}},{{1,3,4},{3,0,3},{4,3,7}},{{0,4,2},{4,3,7},{2,7,4}}}
120	79	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J1-J2,D2},{-2*J1+2*J2+J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+8*J1*J2-2*J2^2+6*J2*J3+3*J3^2	{{{4,2,8},{2,0,5},{8,5,6}},{{2,0,5},{0,-1,2},{5,2,6}},{{8,5,6},{5,2,6},{6,6,0}}}
121	80	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+2*J2-J3,D1},{J1-J2+J3,D2},{J1-J2+J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+8*J1*J2-2*J2^2+6*J2*J3+J3^2	{{{-4,-2,0},{-2,0,3},{0,3,6}},{{-2,0,3},{0,3,6},{3,6,6}},{{0,3,6},{3,6,6},{6,6,0}}}
122	81	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J2+J3,D1},{J1-J2,D2},{J1,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+J2^2+5*J1*J3+4*J2*J3+3*J3^2	{{{0,0,3},{0,-2,2},{3,2,5}},{{0,-2,2},{-2,-3,-1},{2,-1,5}},{{3,2,5},{2,-1,5},{5,5,5}}}
123	82	3	{{J1,D1},{J2,D6},{J3,D7}}	{{J1,D1},{-2*J1+J2-J3,D2},{-2*J1+J2-J3,D3},{-2*J1+J2-J3,D4},{-5*J1+2*J2-3*J3,D5},{J2,D6},{J3,D7}}	14*J2^2+52/5*J1*J3+6*J3^2	{{{9,0,-15},{0,0,0},{-15,0,25}},{{0,0,0},{0,3,0},{0,0,0}},{{-15,0,25},{0,0,0},{25,0,-40}}}
124	83	3	{{J1,D5},{J2,D6},{J3,D7}}	{{3*J1-3*J2+J3,D1},{-J1+J2,D2},{-J1+J2,D3},{-2*J1+2*J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-6*J2^2+20/3*J2*J3+10/9*J3^2	{{{1,0,-3},{0,0,0},{-3,0,9}},{{0,0,0},{0,1,4},{0,4,12}},{{-3,0,9},{0,4,12},{9,12,9}}}
125	84	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-3*J2+J3,D1},{J2,D2},{J2,D3},{-J1+2*J2,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2-6*J2^2+12*J3^2	{{{-21,-3,12},{-3,1,6},{12,6,6}},{{-3,1,6},{1,1,3},{6,3,3}},{{12,6,6},{6,3,3},{6,3,3}}}
126	85	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{J1-J3,D2},{-J1+J2+J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	3*J1*J2+3*J1*J3+4*J3^2	{{{5,5,5},{5,3,5},{5,5,5}},{{5,3,5},{3,0,3},{5,3,3}},{{5,5,5},{5,3,3},{5,3,3}}}
127	86	3	{{J1,D5},{J2,D6},{J3,D7}}	{{2*J1-J2,D1},{-J1+J2,D2},{-J1+J3,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	2*J1*J2+4*J2*J3+2*J3^2	{{{1,2,3},{2,4,6},{3,6,3}},{{2,4,6},{4,6,10},{6,10,6}},{{3,6,3},{6,10,6},{3,6,3}}}
128	87	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{J2,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2+4*J1*J3+6*J3^2	{{{0,0,0},{0,2,4},{0,4,4}},{{0,2,4},{2,0,2},{4,2,2}},{{0,4,4},{4,2,2},{4,2,2}}}
129	88	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1-J2,D1},{-J1+J3,D2},{-J1+J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	-J1*J2+2*J1*J3+3*J2*J3+3*J3^2	{{{0,0,3},{0,0,3},{3,3,7}},{{0,0,3},{0,0,0},{3,0,6}},{{3,3,7},{3,0,6},{7,6,11}}}
129	88	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1-J2,D1},{-J1+J3,D2},{-J1+J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	J1*J2-2*J1*J3+3*J2*J3+5*J3^2	{{{-1,0,3},{0,0,3},{3,3,7}},{{0,0,3},{0,0,0},{3,0,6}},{{3,3,7},{3,0,6},{7,6,11}}}
130	89	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1-2*J2+2*J3,D2},{J1+J2-J3,D3},{J1+J2-J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2-3*J2^2+7*J1*J3+5*J2*J3-2*J3^2	{{{-1,7,6},{7,3,7},{6,7,10}},{{7,3,7},{3,0,3},{7,3,7}},{{6,7,10},{7,3,7},{10,7,12}}}
130	89	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1-2*J2+2*J3,D2},{J1+J2-J3,D3},{J1+J2-J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2-3*J2^2+3*J1*J3+8*J2*J3-2*J3^2	{{{0,6,6},{6,4,7},{6,7,10}},{{6,4,7},{4,-1,3},{7,3,7}},{{6,7,10},{7,3,7},{10,7,12}}}
131	90	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{-J1+J2,D2},{J1,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J2^2+3*J1*J3+4*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,4}},{{0,0,3},{0,0,3},{3,3,5}},{{0,3,4},{3,3,5},{4,5,5}}}
132	91	3	{{J1,D2},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J1,D2},{J2,D3},{J2,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	12*J1*J2-2*J2^2+6*J2*J3-2*J3^2	{{{2,2,3},{2,2,3},{3,3,-3}},{{2,2,3},{2,0,0},{3,0,-6}},{{3,3,-3},{3,0,-6},{-3,-6,0}}}
133	92	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J2+J3,D1},{J1-J2,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+5*J1*J2+8*J3^2	{{{2,2,5},{2,0,5},{5,5,5}},{{2,0,5},{0,-5,5},{5,5,5}},{{5,5,5},{5,5,5},{5,5,5}}}
133	92	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J2+J3,D1},{J1-J2,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+5*J1*J2+5*J2*J3+3*J3^2	{{{2,2,5},{2,0,5},{5,5,5}},{{2,0,5},{0,0,0},{5,0,10}},{{5,5,5},{5,0,10},{5,10,0}}}
134	93	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1+J2,D2},{J1,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+4*J2^2+4*J2*J3+4*J3^2	{{{0,2,2},{2,2,5},{2,5,2}},{{2,2,5},{2,2,5},{5,5,5}},{{2,5,2},{5,5,5},{2,5,2}}}
135	94	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{-J1+J2,D2},{J1,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	3*J1*J2+2*J1*J3+6*J3^2	{{{0,0,0},{0,2,4},{0,4,4}},{{0,2,4},{2,2,5},{4,5,5}},{{0,4,4},{4,5,5},{4,5,5}}}
